"","V1","V2","V3","V4","V5","V6"
"KORS",0.0746396085121573,29.2479284321918,-29.4591365900002,-0.0347274625234322,0.034891832297267,4.9999999999874
"KR",0.0746394693402295,23.3753442123437,-23.6026611117193,-0.0347271387742489,0.032416397943047,4.99999999999813
"KSS",0.0745835911695274,29.9163746644033,-29.999964261139,-0.0341719758032774,0.0979130778329971,4.99999999998555
"KSU",0.0746391109945871,0.575716478873587,-0.828048771879116,-0.0347253170495458,0.0292036742286775,4.99999999999569
"L",0.0745823415011787,29.9163680084044,-29.9999513671452,-0.0341662804524344,0.0979150674063404,4.9999999999947
"LB",0.0745834233958671,27.0141722467905,-27.0969248173804,-0.0341713252394388,0.0988899624128914,4.99999997154592
"LEG",0.0746409704456454,23.6736476679887,-23.7771773068601,-0.0347330991563476,0.071130858682574,4.9999535185931
"LEN",0.0745827083591744,29.9160963787094,-29.9996811211088,-0.0341679844438709,0.0979138190422037,4.9999999999681
"LH",0.0745824338626137,29.9163915566659,-29.9999762448906,-0.0341666310261002,0.0979156436654854,4.99999999999978
"LKQ",0.0746389569752735,22.5559990518368,-22.8168860508627,-0.0347246428451679,0.0282455730357001,4.99999999998274
"LLL",0.0746386226203097,29.4929803145739,-29.6883168319839,-0.0347229883403981,0.0377246926098925,4.99999999997956
"LLY",0.0746388773498589,28.9830050861322,-29.1452437250737,-0.0347242847610291,0.0454186697439926,4.99999999947713
"LNC",0.0745827267842278,29.9163980527645,-29.9999870255659,-0.0341677210350555,0.0979190603008032,4.99999999999746
"LNT",0.0745823107571035,29.9163897408201,-29.9999740859988,-0.0341660323298635,0.0979163913310703,4.99999999999048
"LOW",0.0745825605703169,29.9163186589923,-29.9999030188337,-0.0341672936159725,0.0979144121596131,4.99999999997712
"LRCX",0.0746383510367035,26.6920099444502,-26.8344314557817,-0.0347219323042335,0.0517393220112255,4.99999949431333
"LUK",0.0746390451091597,10.9205564027284,-11.3288448356262,-0.0347250131523137,0.0180485260038951,4.99999999996587
"LUV",0.074638946673856,29.618638489309,-29.8238046306526,-0.0347244309114215,0.0359182714154309,4.99999999999861
"LVLT",0.0746387547021439,26.3033287560408,-26.4532383213115,-0.034723745199838,0.0491539294419821,4.99999998351557
"LYB",0.0746391775403181,11.6869670002918,-12.2099146031376,-0.0347256457397085,0.0140912709080095,4.99999999997172
"M",0.0745838405840088,26.8638804745386,-26.9465901163196,-0.034172457031272,0.0989582022942412,4.99999991882548
"MA",0.0746387385160533,10.0540518716898,-10.3922573716908,-0.0347236113253286,0.0217882513342146,4.99999999996895
"MAA",0.0746387494802101,7.74080010820492,-8.00098512937195,-0.0347236801406631,0.0283217351098338,4.99999999995489
"MAC",0.0746392174131017,28.6466927884265,-28.8552490820119,-0.0347260214470998,0.0353317066660054,4.99999999999551
"MAR",0.0745824347024579,29.9162497595612,-29.999835627265,-0.0341665150663607,0.0979177458759189,4.99999999997427
"MAS",0.0746388365609618,13.5002923216725,-13.7500556748671,-0.0347240113440897,0.0295040724263907,4.99999999996119
"MAT",0.0745831674839464,29.9162541290366,-29.9998406099371,-0.034170125198063,0.0979125568601837,4.9999999999896
"MCD",0.0746385394364536,10.0900746046665,-10.4631916756287,-0.0347226562900869,0.0197496152064456,4.99999999998007
"MCHP",0.0746386389482749,29.0612803033527,-29.2698609356226,-0.0347229713520708,0.0353303685284657,4.99999999998507
"MCK",0.0746394712025488,20.1224262777664,-20.3505676486419,-0.0347270488121363,0.0323000921373107,4.99999999998076
"MCO",0.0746388912848921,29.6000020189941,-29.8116548463179,-0.0347243330291738,0.0348160431719155,4.99999999996612
"MDLZ",0.0746390839339077,28.7277051575252,-28.9455935325131,-0.0347252920838905,0.0338192963839234,4.99999999998911
"MDT",0.0745814114655231,5.15589151107734,-5.22518811702526,-0.0341616851919907,0.118108855559329,4.99999980949716
"MET",0.0746393011811535,29.7754409592959,-29.9833408800564,-0.0347262251764654,0.0354449575151231,4.99999999999999
"MGM",0.0746390308594655,29.68485480822,-29.8975472929899,-0.0347247842284976,0.034647780389364,4.99999999999198
"MHK",0.0745823235284972,29.9048260780908,-29.9884059050451,-0.0341661075437607,0.097920658189395,4.99999998529943
"MKC",0.0746388135480878,25.8730566413838,-26.0987827195497,-0.0347240255545593,0.0326448078984237,4.99999999996227
"MLM",0.074582751069653,29.9163666772332,-29.9999544383595,-0.0341679414164861,0.0979171282999279,4.99999999998478
"MMC",0.0745822834631807,29.9162628184688,-29.9998464399986,-0.0341659780964097,0.0979157725439367,4.99999999998199
"MMM",0.0746386257149209,8.20741539116246,-8.46038734177424,-0.0347231043928491,0.0291291211048887,4.99999999996897
"MNST",0.0745927363774644,27.7709543281944,-27.8550005348182,-0.0343461143780949,0.0944884999357836,4.99853408434159
"MO",0.0746387707916211,28.6379519695919,-28.793286947467,-0.0347238478082995,0.0474352373418207,4.99999997315871
"MON",0.0746388865976407,5.87261258484417,-6.1390714665458,-0.0347243382906473,0.0276548143376687,4.99999999998533
"MOS",0.0745838691293205,29.9163463895492,-29.9999339409493,-0.0341735386803004,0.0979081539869144,4.99999999999344
"MPC",0.074583180726525,29.9163138228944,-29.9999027442292,-0.0341699743010027,0.0979155049099148,4.99999999998327
"MRK",0.0746389184861839,29.6040673191961,-29.7808232778088,-0.0347245090901285,0.0416890255562621,4.99999999952663
"MRO",0.0746409536292935,11.1259516448399,-11.3822380399108,-0.0347333703321434,0.0287584459291229,4.9999999999964
"MS",0.0745826945714218,29.9163032100658,-29.9998907586882,-0.0341676652113861,0.0979178306015907,4.99999999998989
"MSFT",0.074638609296263,29.2135925405871,-29.3606492203097,-0.0347232306636438,0.050111082504419,4.99999983776281
"MSI",0.0746387301298819,14.3177240735968,-14.581117367129,-0.0347235558484777,0.0279769340878544,4.99999999997502
"MTB",0.0746386613590623,27.1154323136416,-27.255009037997,-0.0347239163966852,0.052788122316404,4.9999993147361
"MTD",0.0746385612482149,22.3506694179847,-22.5914916992211,-0.0347226559449039,0.0305997594617578,4.99999999997622
"MU",0.0745832213632105,29.9161214132069,-29.9997180870158,-0.0341694690814686,0.0979257913505143,4.99999999998202
"MYL",0.0746397095765301,28.9806474411373,-29.1346833563554,-0.034728396993339,0.0478362484715091,4.99999999093277
"NAVI",0.074640278442265,29.2686756663087,-29.4072622832362,-0.0347293551251574,0.0531653581935655,4.99999961820876
"NDAQ",0.0745822859342216,29.8142520849457,-29.8978123439461,-0.0341656738108075,0.0979475859502128,4.99999998060221
"NEE",0.0746386168738304,29.6017492728666,-29.7690487938359,-0.0347230435599875,0.0440452189857132,4.99999999736681
"NEM",0.074639288456351,24.3542444187664,-24.5940277138405,-0.0347256056550612,0.0307363980570158,4.99999999998367
"NFLX",0.0745830687358438,29.9163961776571,-29.9999900377973,-0.0341689708184748,0.0979228847539554,4.99999999999272
"NFX",0.0746400582170037,29.1818986012435,-29.3600267857022,-0.0347295583114014,0.0413721299806901,4.99999999941398
"NI",0.0746373241022822,28.440823782198,-28.5625230815845,-0.0347191013686462,0.0605313870958586,4.99998582963255
"NKE",0.0745826714866216,29.9161705170104,-29.9997550830396,-0.0341678245706578,0.0979138643290097,4.99999999999514
"NLSN",0.0745827414675602,29.9163349291544,-29.9999187229013,-0.034168236738179,0.0979124437334769,4.99999999999416
"NOC",0.0745822512672466,29.5181278950874,-29.6016050107548,-0.0341662723692517,0.0980404707496631,4.9999999167553
"NOV",0.0746397665608937,16.0246363230594,-16.2648247847617,-0.0347282889573645,0.0306813446834799,4.99999999997568
"NRG",0.0746401546609705,29.4001379596108,-29.574447878756,-0.0347296554062135,0.042282844928169,4.99999999915358
"NSC",0.0745825013565407,29.9163764195334,-29.9999635334692,-0.0341667483643025,0.0979184549037062,4.99999999995805
"NTAP",0.0746390012699963,29.6163065838878,-29.8120937363211,-0.034724718417014,0.0376387314032696,4.99999999991448
"NTRS",0.0745826306516377,29.8967093958588,-29.9802893194964,-0.0341675466964459,0.0979219826938993,4.9999999989538
"NUE",0.0746390483918895,6.96021834009728,-7.31948165304324,-0.0347249252327472,0.0205119911086906,4.99999999996184
"NVDA",0.0746384889607419,29.0852315652185,-29.3248040068407,-0.0347215412601258,0.0307657029664383,4.9999999999959
"NWS",0.0746391984070164,29.170869317967,-29.3273541173983,-0.0347254401528297,0.0470915432772629,4.99999993939318
"NWSA",0.0746391606470581,14.0531694830815,-14.4479426685557,-0.0347255810697479,0.018666331926139,4.99999999996759
"NYSE.LMT",0.0745822323253604,29.916399460738,-29.999983684262,-0.0341656663872302,0.0979168255284595,4.9999999999515
"NYSE.NBL",0.0746398346819984,18.4596251051496,-18.689265789758,-0.0347285988592438,0.0320907517708066,4.99999999999638
"NYSE.NWL",0.0746390111306557,29.5930585949603,-29.7825118206908,-0.0347248499301038,0.0388962751080612,4.99999999996487
"O",0.0746388421234043,26.3912836231389,-26.613603614531,-0.0347241166859783,0.0331454595465192,4.99999999999933
"OKE",0.0746339023568809,27.7170763732395,-27.8245231881728,-0.0347004567932245,0.0684165422906567,4.99985563119881
"OMC",0.0746388424387149,29.4417757868169,-29.6388381202427,-0.0347241868817456,0.0373929426731204,4.99999999996351
"ORCL",0.074638811312015,29.7345585470257,-29.929163731161,-0.0347239646556242,0.0378657105206001,4.99999999993612
"ORLY",0.0746468863996357,26.4506501882828,-26.5539697621875,-0.0347457407237219,0.0712802036818725,4.99989028582075
"OXY",0.0746392181695843,29.2791485021035,-29.4869627588393,-0.0347259250172994,0.0354587794131451,4.99999999999048
"PAYX",0.0746372174033024,25.0681608697374,-25.182700607983,-0.0347167286095917,0.0642735420457704,4.99997435405671
"PBCT",0.0745825941356438,29.9163846928661,-29.9999686230875,-0.0341675032934646,0.0979134379204449,4.99999999998965
"PCAR",0.0746390439806674,29.4643450518992,-29.6612316217101,-0.034725055248107,0.0374272911045258,4.99999999999578
"PCG",0.074638678385166,10.9435044542539,-11.2228311448487,-0.0347233520682515,0.0263806685612061,4.99999999998835
"PCLN",0.0745824602555299,29.9163371455061,-29.9999242030084,-0.0341665507951491,0.0979187463239852,4.99999999997861
"PDCO",0.0745829312088632,29.9163443877799,-29.9999274960611,-0.0341692414662979,0.097909966900679,4.99999999999172
"PEG",0.0745825116424892,29.9163936960133,-29.9999767329104,-0.0341671640312961,0.097913173730822,4.9999999999878
"PEP",0.0746388318226959,29.8131113498666,-29.9636604277194,-0.0347242999342655,0.0489433552182081,4.99999998709545
"PFE",0.0746389594502219,0.488356164743121,-0.932261631058722,-0.0347247661605069,0.0165996993397014,4.99999999998845
"PFG",0.0746390024547935,26.9978407966371,-27.2865426552009,-0.0347247846520494,0.0255247307434142,4.9999999999973
"PG",0.0746387067325984,11.5349102865176,-11.7674236709048,-0.0347235378588806,0.0316916493368759,4.9999999999575
"PGR",0.0745821759021607,29.9161254530195,-29.9997099542619,-0.0341653526115018,0.0979178786334757,4.99999999997788
"PH",0.0746387793599554,24.9551380850048,-25.265213380013,-0.0347237589214564,0.0237651925772743,4.9999999999629
"PHM",0.0745826449599063,29.9163904313413,-29.9999767812832,-0.034167539880644,0.0979161325049136,4.9999999999865
"PKG",0.074638809449479,24.7174162912224,-24.9439321466421,-0.0347238181264454,0.0325326274088378,4.99999999996085
"PKI",0.0745824830138986,29.9162545090411,-29.9998396632452,-0.0341668463448572,0.0979157036567259,4.99999999997796
"PLD",0.0746387045595263,27.90328496771,-28.1272392712122,-0.0347233914847457,0.0329040189648395,4.99999999998497
"PM",0.0746386605857591,29.1980462332603,-29.4043023456475,-0.0347232722873962,0.0357266190341805,4.99999999999837
"PNC",0.0745823721542138,29.9158762754068,-29.9994614052155,-0.034166263022232,0.0979166909104258,4.99999999995244
"PNR",0.0746390856923064,29.7246406905135,-29.924125806413,-0.0347252442304476,0.0369397245814421,4.99999999996292
"PNW",0.0745822722935099,29.9161987876953,-29.9997830378761,-0.0341658615320987,0.0979166765961041,4.9999999999856
"PPG",0.0746389850953283,29.1252936279123,-29.3007256067154,-0.0347248617691655,0.0420031675636531,4.99999999902959
"PPL",0.0745824210976027,29.9163574541991,-29.9999407477481,-0.0341666834745561,0.0979142809210341,4.99999999998254
"PRGO",0.07458381723513,29.9163202087424,-29.9999054921244,-0.0341734767937389,0.0979057328693847,4.99999999999175
"PRU",0.0746389794876633,11.7154972579595,-12.1214235266816,-0.0347246766688696,0.018153696610531,4.9999999999935
"PSA",0.0745826518504867,29.9163552474738,-29.9999383248188,-0.0341678479220247,0.097912155196341,4.99999999999672
"PSX",0.0746390182717865,4.01241774853592,-4.3221119774033,-0.0347249765490578,0.0237939159938771,4.99999999999469
"PVH",0.0746392517759101,11.3974962084787,-11.7738106809618,-0.0347258757433342,0.0195827084585623,4.99999999999013
"PWR",0.0746389825176721,29.6514747909154,-29.8340027869408,-0.0347244693865049,0.0403743252184271,4.9999999997416
"PX",0.0746388048615828,18.2977804849032,-18.7562930758114,-0.0347239955827471,0.0160710325820306,4.99999999997115
"PXD",0.0745830771631096,29.9163555858255,-29.9999453071242,-0.0341693970291238,0.097917275582624,4.99999999997735
"PYPL",0.0746389904204251,29.4023398665028,-29.5485750808464,-0.034725088575577,0.0503897100989225,4.99999987496563
"QCOM",0.0745829776769859,29.9163176503164,-29.9999033415527,-0.0341692459090523,0.0979127854529336,4.99999999999748
"QRVO",0.0746373651579944,26.7278170577978,-26.8413220842395,-0.0347181706307924,0.0649377643994882,4.99997955441898
"RCL",0.0746391298888876,29.5483868136262,-29.7386123009668,-0.0347252310589787,0.0387400708937025,4.99999999986399
"RE",0.0746385986138122,29.4258172394016,-29.6306848475915,-0.0347229684497821,0.0359689068460436,4.99999999998602
"REG",0.0746388978581143,12.1223266437654,-12.4752730236715,-0.0347244433890515,0.0208779025859079,4.99999999998635
"REGN",0.0745833473939482,29.9162095321638,-29.9997979284052,-0.034170883079334,0.0979133495055931,4.99999999997847
"RF",0.0745826516471866,29.9163878320286,-29.9999766612453,-0.0341673434915412,0.0979197877341292,4.99999999999409
"RHI",0.0746393435763849,29.5993728043749,-29.7884790199644,-0.0347264903962265,0.0389669702917276,4.9999999999472
"RHT",0.0746389374012643,16.6767418874858,-16.9151526201043,-0.0347244761046169,0.0309091683756539,4.99999999997364
"RJF",0.0745825358814272,29.9164064068886,-29.9999938869126,-0.03416688825221,0.0979186099623026,4.99999999998697
"RL",0.0746396628745137,17.132662894599,-17.3808755252273,-0.0347278522312087,0.0296889780984753,4.99999999999699
"RMD",0.0746388006401666,15.9114669005903,-16.1439056034204,-0.034723860899969,0.0317028796567744,4.99999999999181
"ROK",0.0746387491280005,12.1388085788248,-12.42719877992,-0.034723610224503,0.0255521930703457,4.99999999999633
"ROP",0.074638240863872,27.979398648716,-28.1240627159393,-0.0347218786858398,0.050932678178522,4.99999975019979
"ROST",0.0745826627245214,29.9163396452922,-29.9999239830803,-0.0341678101124755,0.0979136125678167,4.99999999998253
"RRC",0.0745844016735272,11.0756062922822,-11.1511055438219,-0.0341755175034437,0.108413046172722,4.99999985939722
"RSG",0.0745821730414805,29.9163076157631,-29.999891522641,-0.0341653934044096,0.0979169982209025,4.99999999998102
"RTN",0.0746385449426572,29.8260507921548,-29.9841865801269,-0.0347226212452433,0.0465986508156639,4.99999999791207
"SBUX",0.0746389997109551,23.5646831416224,-23.8010542724321,-0.034724935800473,0.0311745451387357,4.99999999999858
"SCG",0.0746388722143069,19.2924885808348,-19.5772493849142,-0.0347242976776253,0.0258771855164546,4.99999999999719
"SCHW",0.0746391403654555,29.4665122865372,-29.6556262315246,-0.0347253454484033,0.0389671024202734,4.99999999995807
"SEE",0.074639200140954,29.5456748644542,-29.7479590402381,-0.034725851704959,0.0364279659314342,4.99999999996963
"SHW",0.0746388755683809,29.6662700308204,-29.8255807838278,-0.034724095731655,0.0462562186771211,4.99999998281256
"SIG",0.0745837540297053,29.9123631222412,-29.9959477757569,-0.0341730912244342,0.0979086438330085,4.99999999965005
"SJM",0.0746388436855226,17.7966003854664,-18.0346512073549,-0.0347241555909551,0.03095471883959,4.99999999999369
"SLB",0.0746392063682802,28.5219372620619,-28.6870741756496,-0.0347259966089089,0.0446211506599406,4.99999999592289
"SLG",0.0746391165781457,28.5779823704392,-28.7885163206811,-0.034725459174004,0.0350004985576418,4.99999999996611
"SNA",0.0745827575105835,6.30251578397852,-6.37344315376322,-0.0341689987677957,0.115356593204522,4.99999974401173
"SNI",0.0746388567825968,11.480558416059,-11.7131406943144,-0.0347239927384761,0.0316845695428998,4.99999999998566
"SNPS",0.0745822819154608,29.9162528418926,-29.9998381421526,-0.034165823508937,0.0979175294058875,4.99999999999994
"SO",0.0746392521036127,27.9225998421564,-28.0661375267189,-0.0347254149762617,0.0513354381080165,4.99999975135071
"SPG",0.0745827376647571,29.9163992476143,-29.999981600092,-0.0341683559622752,0.0979102386951519,4.99999999999269
"SPGI",0.0745822320906587,29.8615186629811,-29.9450942656201,-0.0341655407179391,0.0979303978275863,4.99999996743516
"SPLS",0.0746395632935688,15.383785374945,-15.7868412256793,-0.0347274320057577,0.0182830475677803,4.99999999997043
"SRCL",0.0746397242836087,27.8016972594653,-28.2189112689917,-0.0347283213035849,0.0176620666991222,4.99999999997518
"SRE",0.0746379801113362,24.6089017414265,-24.734445732642,-0.0347186978735057,0.0587256506087066,4.99999963134285
"STI",0.0746389095117985,10.6690475482029,-10.9794945244145,-0.0347243193375745,0.0237370953645257,4.99999999998962
"STT",0.0746389884489616,29.6474971988173,-29.8306683819554,-0.0347247149298596,0.0402304541500132,4.99999999951878
"STX",0.0745840041570964,29.9161122855401,-29.9997066259321,-0.0341736209240242,0.0979161157514412,4.99999999999709
"STZ",0.0745823051345705,29.9164019142394,-29.9999883365117,-0.0341658437786302,0.0979189942317694,4.99999999998533
"SWK",0.0746387282152349,28.7025120015264,-28.9151046076443,-0.0347235728664718,0.0346619639409252,4.9999999999997
"SWKS",0.0746393801370652,26.7475735743645,-27.0002118517216,-0.0347263916676009,0.0291698678599227,4.99999999998846
"SYF",0.0746392962202718,18.0752364495032,-18.4840357298553,-0.0347262266569656,0.0180259217243396,4.99999999998767
"SYK",0.0745820165554668,29.8498021103539,-29.9333685018532,-0.0341651256638865,0.0979333051323187,4.99999998728668
"SYMC",0.0746389035907793,25.8185509374801,-26.038119223264,-0.0347242938327506,0.0335618528773574,4.99999999999002
"SYY",0.0746387109825961,9.06513223316824,-9.30382033240168,-0.0347234940489235,0.0308723286169516,4.99999999998651
"T",0.0746387611144786,11.6507489169528,-11.8979696603647,-0.0347238234052949,0.0298062201637459,4.9999999999892
"TAP",0.0746388968801466,21.7050443528564,-22.0359615917203,-0.0347243344845267,0.0222683659238009,4.99999999997587
"TEL",0.0746388081688128,29.7733266378173,-29.9611199048145,-0.0347238919359535,0.0392395164644699,4.99999999982783
"TGT",0.0746393101470368,19.2155132689459,-19.4925472622711,-0.0347264182324354,0.0265986409326498,4.99999999999294
"TIF",0.0745827271301858,29.916308933542,-29.9998935574871,-0.0341680953487446,0.0979134088454469,4.99999999999161
"TJX",0.0745826088538798,29.9162871420894,-29.9998705076455,-0.0341676202798099,0.0979128263477068,4.99999999999986
"TMK",0.074638723391663,12.1786603516577,-12.5372408922014,-0.0347235722817228,0.0205499638403617,4.99999999999293
"TMO",0.0746387713910574,5.14281985718823,-5.40474584882832,-0.0347237711140942,0.0281334894291965,4.99999999999707
"TRIP",0.074657660852864,27.358854036165,-27.4568061826793,-0.0348242458206323,0.0754616957318756,4.99974953246141
"TROW",0.074582840485569,8.54073927743926,-8.61412423314269,-0.0341688043529745,0.111528316471792,4.99999993864296
"TRV",0.0746387108743656,10.1818606271094,-10.4988515334523,-0.034723539688232,0.0232460432345006,4.9999999999841
"TSCO",0.0746395320086298,14.2856511024789,-14.5993565486231,-0.0347274549020974,0.0234893538662718,4.99999999996936
"TSN",0.0745824337635631,29.916183732585,-29.9997714907365,-0.0341663571783677,0.0979198742146742,4.99999999999054
"TSS",0.0746387177373889,29.7640775223932,-29.9197408061988,-0.0347233841080568,0.0473392365765899,4.99999995876864
"TWX",0.0746386028776208,29.5950039648391,-29.7464732512672,-0.0347230268286462,0.0486486548278933,4.9999999856234
"TXN",0.0746386882079469,14.3437942241426,-14.5981412051833,-0.0347232846497683,0.0289725110720098,4.99999999999475
"TXT",0.0745826260787902,29.9163769756542,-29.9999626311786,-0.0341675109006112,0.0979155755095984,4.99999999998198
"UA",0.0745843097495718,29.915709326757,-29.9992945654463,-0.0341759347690494,0.097902483374509,4.9999999983884
"UAA",0.0746383906846596,29.6701795128981,-29.7928249023891,-0.034729307567711,0.0600645300008026,4.99999622587801
"UAL",0.0745829401783412,29.9163811093753,-29.9999705681676,-0.0341687375521751,0.0979179208049374,4.99999999998498
"UDR",0.0746388591866673,29.7524419571812,-29.9587882418874,-0.0347242193038847,0.0357110077526324,4.99999999999502
"UHS",0.0746393899381309,13.1318761002413,-13.3974111623335,-0.0347267007383378,0.027751191975093,4.99999999992412
"ULTA",0.0745825686991951,29.9163205789389,-29.9999087191018,-0.0341669979415069,0.0979193749266311,4.999999999998
"UNH",0.0746386140535605,26.5467883092712,-26.8154780403829,-0.0347229600517861,0.0274257041153418,4.99999999995864
"UNM",0.074638837132864,20.4976597977501,-20.7220041955909,-0.034723966540355,0.0328473046097789,4.99999999997829
"UNP",0.0746389357174559,28.7525120818333,-28.958235117488,-0.0347245605397582,0.0358194885251773,4.99999999999644
"UPS",0.0746388039242135,16.4125794176459,-16.7082238348581,-0.0347240288313779,0.0249242070358775,4.9999999999914
"URI",0.0746393692659966,29.7887723997166,-29.9856161084625,-0.0347260607985918,0.0374406575435835,4.99999999998878
"USB",0.0745824734990451,29.9164093879057,-29.9999933865008,-0.0341668826205019,0.0979146220215677,4.99999999999798
"UTX",0.0745824017934743,29.9162703048909,-29.9998534305262,-0.0341666084805215,0.0979142451980285,4.99999999997839
"V",0.0746387368433717,29.7510623550163,-29.9229712483017,-0.0347235854674436,0.0428648422005218,4.99999999920671
"VAR",0.0745825434727336,29.9162813696368,-29.9998655147396,-0.0341672151019214,0.0979145022508117,4.99999999998316
"VFC",0.0746392149747319,18.7866421145371,-19.0149997025359,-0.0347259253016238,0.0322687840054943,4.99999999998249
"VIAB",0.0745834713154953,29.9163271409886,-29.9999156443308,-0.0341714589153313,0.0979128011561117,4.9999999999962
"VLO",0.0746392652343109,19.7701702070223,-20.0252445368334,-0.0347260243295617,0.0288898661685269,4.99999999997957
"VMC",0.074634593544331,27.3243186491826,-27.4464264238535,-0.0347031597564123,0.0603049613185524,4.99999899350237
"VNO",0.0746391758483537,21.9251863108096,-22.1741505517983,-0.0347257503443368,0.0295977817367276,4.9999999999977
"VRSK",0.0746388987183981,29.6485772788816,-29.8423910451935,-0.0347244239340241,0.0380198533154346,4.999999999945
"VRSN",0.074582395869969,29.9162313888104,-29.9998169740965,-0.0341663575936544,0.0979171996573343,4.99999999997825
"VRTX",0.0745834267837602,29.9162427730881,-29.9998362562061,-0.0341707936987602,0.0979195316944489,4.99999999999864
"VTR",0.0746390678118544,7.20675288299303,-7.7177898733753,-0.0347251867306981,0.0144194498485609,4.99999999999704
"VZ",0.0746387434444351,29.6587982739877,-29.8230306827953,-0.0347238704026488,0.0448661557402505,4.99999999207242
"WAT",0.0746390199216011,26.8753961168562,-27.0149468593298,-0.0347257256695675,0.0527935255945745,4.99999971811984
"WBA",0.0746391005520602,29.8305101896735,-29.9949286314733,-0.0347254893675644,0.044815970376453,4.99999999586018
"WDC",0.0746393252024356,22.4424945018627,-22.5650237896412,-0.0347282232077517,0.0601458732412833,4.99999937835422
"WEC",0.0745823603100866,29.9163396890869,-29.9999233191737,-0.0341663583313916,0.0979151382196202,4.99999999998025
"WFC",0.0745827294313293,29.9164137631606,-29.9999972049814,-0.0341682217815528,0.0979117762781146,4.99999999998673
"WFM",0.0745828849016769,29.9163381395053,-29.9999262303082,-0.0341685701193264,0.0979169035026189,4.99999999999277
"WHR",0.0745827453925497,29.9148159741998,-29.9984007714872,-0.0341682004469169,0.0979121240792019,4.99999999891866
"WLTW",0.0745824430301927,29.9162134138015,-29.9997976533425,-0.0341667065497136,0.0979155150864707,4.99999999999467
"WM",0.0746385485816851,29.6669276407262,-29.8523100068595,-0.0347227524971926,0.0397491775365435,4.99999999964173
"WMB",0.0746411998791096,11.5294823813851,-11.8962841232757,-0.0347343575983503,0.0200946246546232,4.99999999999158
"WMT",0.0745824830732797,18.3798221757503,-18.4594362506353,-0.0341664274962639,0.102802961146724,4.99999996616551
"WRK",0.0746393504431899,29.8089477992477,-29.9794515216735,-0.0347264564644843,0.04321923142484,4.9999999970688
"WU",0.0746390389491624,29.4271797085026,-29.6267206024145,-0.0347251000633005,0.0369286322552836,4.99999999998015
"WY",0.0745827488811174,29.9159400537959,-29.9995249152268,-0.0341680745913523,0.0979150323160828,4.99999999880176
"WYN",0.0746391678663229,29.1525213733295,-29.3074043057359,-0.0347253860818568,0.0475774312410597,4.99999999901003
"WYNN",0.0746398814453511,9.71386190107828,-10.1138138489642,-0.0347284268194611,0.0184274106827317,4.99999999999489
"XEC",0.0746395714443568,29.6755342915765,-29.8436033713733,-0.0347273166112723,0.0438458178923655,4.99999999972331
"XEL",0.0746386478726429,29.7772607334417,-29.9695915006671,-0.0347232091487072,0.038313381395581,4.99999999992204
"XL",0.0746384703020697,15.058310273301,-15.2962877593785,-0.0347222917620273,0.0309650429922916,4.99999999998575
"XLNX",0.0746342463998743,27.2469698055766,-27.3293116899662,-0.0345969406297485,0.0929659435789897,4.99865835467047
"XOM",0.0746389290611179,8.71335515835819,-8.99084746066714,-0.0347245940267799,0.0265548543364526,4.99999999998738
"XRAY",0.0746389649125737,24.4924969483274,-24.7721891207689,-0.0347247726845073,0.0263459016500452,4.99999999998113
"XRX",0.0746394512252496,19.8374759176945,-20.1941282393933,-0.0347269611491172,0.0206615174644435,4.99999999999851
"XYL",0.074638424242095,29.2121461626245,-29.3719971930069,-0.0347220481251887,0.0460972695214799,4.99999999057867
"YUM",0.0746391831436206,6.82608815520906,-7.05287674872587,-0.0347255984572813,0.0324935520052821,4.99999999996954
"ZBH",0.0745827000528477,16.6600310893285,-16.7388443619405,-0.0341678949742671,0.103841692106705,4.99999997340712
"ZION",0.0746389274426737,4.75930829867232,-5.02005018527899,-0.0347243078989509,0.028262766713376,4.99999999999715
"ZTS",0.0746388478024769,29.785971600991,-29.9841567369753,-0.0347241080715161,0.0371820970369331,4.99999999998776
